,Name,Platform,Genre,Publisher
9995,GT Advance 2: Rally Racing,GBA,Racing,THQ
9996,Yakuza,PS3,Action,Sega
9997,Karaoke Revolution Presents American Idol Encore 2,PS3,Misc,Konami Digital Entertainment
9998,Deception IV: Blood Ties,PS3,Action,Tecmo Koei
9999,DOA 2: Dead or Alive 2 Hardcore,PS2,Fighting,Tecmo Koei
10000,Tenchu: Shadow Assassins,PSP,Action,Ubisoft
10001,Fuse (Insomniac),PS3,Shooter,Electronic Arts
10002,Cabela's Deer Hunt 2005 Season,XB,Sports,Activision
10003,SplashDown,XB,Racing,Atari
10004,18 Wheels of Steel: Extreme Trucker 2,PC,Racing,Rondomedia
10005,Nobunaga no Yabou: Tenshoki,SAT,Strategy,Tecmo Koei
10006,F1 Racing Championship,PS,Racing,Video System
10007,Dead Man's Hand,XB,Shooter,Atari
10008,Smash Cars,PS2,Racing,Metro 3D
10009,NASCAR 07,PS2,Racing,Electronic Arts
10010,Merv Griffin's Crosswords,Wii,Puzzle,THQ
10011,Tecmo Bowl: Kickoff,DS,Sports,Tecmo Koei
10012,Lost Horizon,PC,Adventure,Deep Silver
10013,SingStar Latino,PS3,Misc,Sony Computer Entertainment
10014,NFL Tour,PS3,Sports,Electronic Arts
10015,Minute to Win It,DS,Misc,Zoo Games
10016,Rugby 15,PS4,Sports,Bigben Interactive
10017,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,Sports,Konami Digital Entertainment
10018,Melty Blood: Act Cadenza,PS2,Fighting,Sega
10019,Dokapon Kingdom,PS2,Role-Playing,Sting
10020,ToeJam & Earl III: Mission to Earth,XB,Action,Sega
10021,Puzzle Quest 2,DS,Puzzle,D3Publisher
10022,Phantasy Star Collection,GBA,Role-Playing,Atari
10023,Doukoku Shoshite...,SAT,Adventure,Data East
10024,LEGO Knights' Kingdom,GBA,Action,THQ
10025,Final Fantasy III,PSP,Role-Playing,Square Enix
10026,Taiko Drum Master: Tokumori!,WiiU,Misc,Namco Bandai Games
10027,Disney Art Academy,3DS,Action,Nintendo
10028,A Witch's Tale,DS,Role-Playing,Nippon Ichi Software
10029,MySims SkyHeroes,PS3,Action,Electronic Arts
10030,Persona 5,PS3,Role-Playing,Unknown
10031,Hyperdimension Neptunia U: Action Unleashed,PSV,Action,Idea Factory International
10032,Retro Game Challenge,DS,Action,Namco Bandai Games
10033,NBA Jam 2002,GBA,Sports,Acclaim Entertainment
10034,Yogi Bear: The Video Game,Wii,Action,D3Publisher
10035,Shining Force NEO,PS2,Role-Playing,Sega
10036,Pocket Soccer League: Calciobit,3DS,Sports,Nintendo
10037,Army Men: Sarge's War,XB,Shooter,Global Star
10038,Primal Rage,PS,Fighting,Time Warner Interactive
10039,FIFA Street 2,GC,Sports,Electronic Arts
10040,Heart Catch PreCure! Oshare Collection,DS,Action,Namco Bandai Games
10041,Fantastic Four: Rise of the Silver Surfer,X360,Action,Take-Two Interactive
10042,Monster Madness: Battle for Suburbia,X360,Shooter,SouthPeak Games
10043,Taito Legends,PS2,Misc,Empire Interactive
10044,Mechanic Master,DS,Puzzle,Midway Games
10045,Tom Clancy's EndWar,PSP,Strategy,Ubisoft
10046,Tom Clancy's Rainbow Six: Rogue Spear,GBA,Shooter,Ubisoft
10047,Pac 'n Roll,DS,Platform,Namco Bandai Games
10048,Animal Genius,DS,Puzzle,Ubisoft
10049,BoomBots,PS,Fighting,SouthPeak Games
10050,NFL Head Coach 09,X360,Sports,Electronic Arts
10051,Star Trek: Conquest,PS2,Strategy,Bethesda Softworks
10052,Blood Drive,X360,Racing,Activision
10053,World Championship Rugby,PS2,Sports,Acclaim Entertainment
10054,The Price is Right: Decades,X360,Misc,Ubisoft
10055,Phantom Dust,XB,Action,Microsoft Game Studios
10056,Vacation Isle: Beach Party,Wii,Misc,Warner Bros. Interactive Entertainment
10057,The Walking Dead: Survival Instinct,WiiU,Shooter,Activision
10058,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,Adventure,Gainax Network Systems
10059,Shin Sangoku Musou: Multi Raid 2,PSP,Action,Tecmo Koei
10060,Growlanser Generations,PS2,Role-Playing,Atlus
10061,Puyo Puyo Tetris,3DS,Puzzle,Sega
10062,Mega Man Battle Chip Challenge,GBA,Misc,Capcom
10063,Fatal Frame: Maiden of Black Water,WiiU,Action,Nintendo
10064,Prince of Persia: Rival Swords,PSP,Action,Ubisoft
10065,Samurai Warriors 4-II,PS3,Action,Tecmo Koei
10066,Tom Clancy's Splinter Cell Trilogy,PS3,Action,Ubisoft
10067,The Lord of the Rings: Aragorn's Quest,DS,Action,Warner Bros. Interactive Entertainment
10068,Cold Winter,PS2,Shooter,Vivendi Games
10069,Ring of Red,PS2,Strategy,Konami Digital Entertainment
10070,International Track & Field 2000,PS,Sports,Konami Digital Entertainment
10071,Stubbs the Zombie in Rebel Without a Pulse,XB,Action,THQ
10072,Batman: Dark Tomorrow,XB,Action,Kemco
10073,Girl Time,DS,Simulation,THQ
10074,Ping Pals,DS,Misc,THQ
10075,MLB 13: The Show,PSV,Sports,Sony Computer Entertainment
10076,Mystery P.I. - Portrait of a Thief,DS,Adventure,Unknown
10077,18 Wheeler: American Pro Trucker,GC,Racing,Acclaim Entertainment
10078,Naruto Ultimate Collection,PS2,Misc,Namco Bandai Games
10079,The King of Fighters '99,PS,Fighting,SNK
10080,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,Action,Namco Bandai Games
10081,Mass Destruction,PS,Shooter,BMG Interactive Entertainment
10082,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,Adventure,Sega
10083,Split/Second,PSP,Racing,Disney Interactive Studios
10084,Warhammer: Battle March,X360,Strategy,Deep Silver
10085,Batman: Rise of Sin Tzu,XB,Action,Ubisoft
10086,The King of Fighters XII,X360,Fighting,Ignition Entertainment
10087,Super Swing Golf Season 2,Wii,Sports,Rising Star Games
10088,Garfield's Fun Fest,DS,Platform,Zoo Digital Publishing
10089,Queen's Blade: Spiral Chaos,PSP,Role-Playing,Namco Bandai Games
10090,Desktop Tower Defense,DS,Strategy,THQ
10091,Jikkyou Powerful Pro Yakyuu '95,PS,Sports,Konami Digital Entertainment
10092,Spy vs Spy,XB,Action,Global Star
10093,Coraline,PS2,Action,D3Publisher
10094,Sega Touring Car Championship,SAT,Racing,Sega
10095,Cold Fear,PS2,Action,Ubisoft
10096,Zangeki no Reginleiv,Wii,Action,Nintendo
10097,Zubo,DS,Misc,Electronic Arts
10098,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,Misc,Daito
10099,My SAT Coach with The Princeton Review,DS,Misc,Ubisoft
10100,NHL Hitz 20-03,XB,Sports,Midway Games
10101,Murakumo: Renegade Mech Pursuit,XB,Shooter,From Software
10102,The Hardy Boys: Treasure on the Tracks,DS,Adventure,Sega
10103,Gun Metal,XB,Shooter,Rage Software
10104,Funky Barn,3DS,Simulation,Ubisoft
10105,Transformer: Rise of the Dark Spark,PS3,Action,Activision
10106,Cory in the House,DS,Action,Disney Interactive Studios
10107,Pro Yaky? Spirits 5,PS3,Sports,Konami Digital Entertainment
10108,BloodRayne,GC,Shooter,Universal Interactive
10109,MotoGP 14 ,PS3,Racing,Milestone S.r.l.
10110,Metal Slug 4 & 5,PS2,Shooter,SNK Playmore
10111,ECW Anarchy Rulz,PS,Fighting,Acclaim Entertainment
10112,InuYasha: A Feudal Fairy Tale,PS,Fighting,Namco Bandai Games
10113,Where the Wild Things Are,X360,Platform,Warner Bros. Interactive Entertainment
10114,Toukiden 2,PSV,Action,Tecmo Koei
10115,TMNT,PSP,Action,Ubisoft
10116,J-League Winning Eleven 9: Asia Championship,PS2,Sports,Konami Digital Entertainment
10117,Sabrina The Teenage Witch: Potion Commotion,GBA,Action,Ubisoft
10118,Happy Feet Two,3DS,Action,Warner Bros. Interactive Entertainment
10119,Transformer: Rise of the Dark Spark,XOne,Action,Activision
10120,Pocket Pets,DS,Simulation,O3 Entertainment
10121,Pac-Man Pinball Advance,GBA,Misc,Zoo Digital Publishing
10122,Yu Yu Hakusho: Tournament Tactics,GBA,Strategy,Atari
10123,Home Run King,GC,Sports,Sega
10124,To Heart 2: Dungeon Travelers,PSP,Adventure,Aqua Plus
10125,WWE All Stars,PS2,Fighting,THQ
10126,MLB Power Pros,PS2,Sports,Konami Digital Entertainment
10127,Dementium II,DS,Shooter,SouthPeak Games
10128,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,Misc,Sega
10129,GoldenEye: Rogue Agent,DS,Shooter,Electronic Arts
10130,Kousoku Card Battle: Card Hero,DS,Strategy,Nintendo
10131,BlazBlue: Calamity Trigger Portable,PSP,Fighting,PQube
10132,AirForce Delta Strike,PS2,Simulation,Konami Digital Entertainment
10133,Tokimeki Memorial: Girl's Side 2nd Season,DS,Adventure,Konami Digital Entertainment
10134,Disney's Peter Pan: Return to Never Land,GBA,Platform,Ubisoft
10135,Pimp My Ride,Wii,Racing,Activision
10136,The Fairly Odd Parents: Breakin Da Rules,XB,Platform,THQ
10137,Capcom vs. SNK 2 EO,GC,Fighting,Capcom
10138,Hot Wheels Velocity X,GC,Racing,THQ
10139,Open Season,X360,Platform,Ubisoft
10140,Akiba's Trip: Undead & Undressed,PS3,Action,Nippon Ichi Software
10141,de Blob 2,DS,Platform,THQ
10142,Call of Juarez: The Cartel,PC,Shooter,Ubisoft
10143,Fabulous Finds,DS,Puzzle,ValuSoft
10144,Let's Play Garden,DS,Simulation,Deep Silver
10145,EA Replay,PSP,Action,Electronic Arts
10146,Contra Advance: The Alien Wars EX,GBA,Shooter,Konami Digital Entertainment
10147,Jake Hunter Detective Story: Memories of the Past,DS,Adventure,PQube
10148,Escape The Museum,Wii,Adventure,Majesco Entertainment
10149,LEGO Ninjago: Shadow of Ronin,PSV,Action,Warner Bros. Interactive Entertainment
10150,Space Chimps,X360,Platform,Brash Entertainment
10151,FIFA Soccer 06,PSP,Sports,Electronic Arts
10152,JASF: Jane's Advanced Strike Fighters,PS3,Simulation,Deep Silver
10153,The History Channel: Battle for the Pacific,Wii,Shooter,Activision
10154,Army Men: RTS,PS2,Strategy,3DO
10155,Mobile Suit Gundam: MS Sensen 0079,Wii,Simulation,Namco Bandai Games
10156,Digimon Story: Cyber Sleuth,PS4,Role-Playing,Namco Bandai Games
10157,Cloudy With a Chance of Meatballs,Wii,Platform,Ubisoft
10158,The Settlers,DS,Action,Ubisoft
10159,Stronghold,PC,Strategy,Gathering of Developers
10160,NCIS 3D,3DS,Adventure,Ubisoft
10161,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,Adventure,THQ
10162,Ridge Racer Unbounded,X360,Racing,Namco Bandai Games
10163,Family Game Night 4: The Game Show,PS3,Misc,Electronic Arts
10164,Mortal Kombat: Deception,GC,Fighting,Midway Games
10165,ESPN NHL Hockey,XB,Sports,Sega
10166,Monster Lab,PS2,Role-Playing,Eidos Interactive
10167,Yard Sale Hidden Treasures: Sunnyville,DS,Puzzle,Konami Digital Entertainment
10168,John Daly's ProStroke Golf,PS3,Sports,O-Games
10169,XXX,GBA,Action,Activision
10170,Maximum Force,PS,Shooter,GT Interactive
10171,Get Up and Dance,Wii,Misc,O-Games
10172,Truth or Lies,X360,Misc,THQ
10173,Worms Forts: Under Siege,PS2,Strategy,Acclaim Entertainment
10174,Guitar Rock Tour,DS,Misc,Gameloft
10175,Puzzler World 2,DS,Puzzle,Ubisoft
10176,Project: Snowblind,XB,Action,Eidos Interactive
10177,Astro Boy: The Video Game,PS2,Action,D3Publisher
10178,Gabrielle's Ghostly Groove 3D,3DS,Adventure,Funbox Media
10179,Surf's Up,PSP,Sports,Ubisoft
10180,Brave Story: New Traveler (US sales),PSP,Role-Playing,Sony Computer Entertainment
10181,Cake Mania,DS,Puzzle,Majesco Entertainment
10182,Disney's Extreme Skate Adventure,XB,Sports,Activision
10183,Tales of Phantasia (PS1 & PSP Versions),PSP,Role-Playing,Namco Bandai Games
10184,Kouchuu Ouja Mushi King: Super Collection,DS,Action,Sega
10185,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,Action,THQ
10186,Nickelodeon Dance,X360,Misc,Take-Two Interactive
10187,Pac-Man World 2,GBA,Action,Zoo Digital Publishing
10188,Odama,GC,Misc,Nintendo
10189,PriPara Mezase! Idol Grand Prix No.1!,3DS,Misc,Takara Tomy
10190,Karaoke Revolution Presents American Idol Encore,X360,Misc,Konami Digital Entertainment
10191,Mobile Light Force 2,PS2,Shooter,Taito
10192,Naval Ops: Warship Gunner,PS2,Simulation,Tecmo Koei
10193,Soma Bringer,DS,Role-Playing,Nintendo
10194,Paws & Claws Pet Vet: Australian Adventures,DS,Simulation,THQ
10195,Shin Sangoku Musou 6 Special,PSP,Action,Tecmo Koei
10196,Go! Sudoku (JP sales),PSP,Puzzle,Sony Computer Entertainment
10197,Bionicle Heroes,GC,Shooter,Eidos Interactive
10198,The King of Fighters 2000/2001,PS2,Fighting,Ignition Entertainment
10199,Valkyrie Drive: Bhikkhuni,PSV,Action,PQube
10200,Top Gear Rally 2,N64,Racing,Kemco
10201,Chopper Attack,N64,Action,GT Interactive
10202,Vigilante 8: 2nd Offense,N64,Racing,Activision
10203,Fighting Force 64,N64,Action,Crave Entertainment
10204,Lunacy,SAT,Adventure,Sega
10205,Snowboard Kids 2,N64,Sports,Atlus
10206,Batman & Robin,PS,Action,Acclaim Entertainment
10207,Tonic Trouble,N64,Platform,Ubisoft
10208,Nuclear Strike 64,N64,Simulation,THQ
10209,Chameleon Twist,N64,Platform,Sunsoft
10210,DualPenSports,3DS,Sports,Namco Bandai Games
10211,Grease,DS,Misc,505 Games
10212,The King of Fighters Collection: The Orochi Saga,Wii,Fighting,Ignition Entertainment
10213,The Spiderwick Chronicles,X360,Action,Vivendi Games
10214,Bodycount,PS3,Shooter,Codemasters
10215,Street Fighter Collection,SAT,Fighting,Capcom
10216,Ninja Assault,PS2,Shooter,Namco Bandai Games
10217,Samurai Warriors 4,PSV,Action,Tecmo Koei
10218,Winter Stars,Wii,Sports,Deep Silver
10219,Hasbro Family Game Night Fun Pack,Wii,Misc,Electronic Arts
10220,Planet 51,PS3,Action,Sega
10221,GunGriffon Blaze,PS2,Simulation,Swing! Entertainment
10222,Frontier Gate,PSP,Role-Playing,Konami Digital Entertainment
10223,Higurashi no Naku Koro ni Matsuri,PS2,Adventure,Alchemist
10224,Army Men: Soldiers of Misfortune,DS,Shooter,Zoo Games
10225,Top Angler: Real Bass Fishing,PS2,Sports,Xicat Interactive
10226,Eragon,PSP,Action,Vivendi Games
10227,Breakout,PS,Puzzle,Hasbro Interactive
10228,AKB48+Me,3DS,Action,Unknown
10229,Alias,PS2,Action,Acclaim Entertainment
10230,Sakura Taisen Hanagumi Tsuushin,SAT,Misc,Sega
10231,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,Adventure,Nintendo
10232,Calling,Wii,Adventure,Konami Digital Entertainment
10233,Yomawari,PSV,Adventure,Nippon Ichi Software
10234,Night at the Museum: Battle of the Smithsonian,X360,Action,Majesco Entertainment
10235,Pinball Hall of Fame: The Williams Collection,PSP,Misc,System 3 Arcade Software
10236,Spyborgs,Wii,Action,Capcom
10237,ESA Game Pack,PS3,Misc,Sony Computer Entertainment
10238,Outlaw Golf: Nine Holes of Christmas,XB,Sports,Simon & Schuster Interactive
10239,Invizimals: The Lost Tribes,PSP,Action,Sony Computer Entertainment
10240,NHL Rivals 2004,XB,Sports,Microsoft Game Studios
10241,Bodycount,X360,Shooter,Codemasters
10242,X-Men: Next Dimension,XB,Fighting,Activision
10243,Tyco RC: Assault with a Battery,PS,Racing,Syscom
10244,Felony 11-79,PS,Racing,ASCII Entertainment
10245,Machinarium,PC,Adventure,Daedalic
10246,Avatar: The Last Airbender,PSP,Adventure,THQ
10247,Death Jr.: Root of Evil,Wii,Platform,Eidos Interactive
10248,Classic Road,SNES,Sports,Victor Interactive
10249,Panzer Dragoon Saga,SAT,Role-Playing,Sega
10250,Michael Phelps: Push the Limit,X360,Sports,505 Games
10251,Nicktoons: Unite!,DS,Adventure,THQ
10252,Lost in Blue,DS,Adventure,Konami Digital Entertainment
10253,Wasteland 2,PS4,Role-Playing,Deep Silver
10254,Smash Court Tennis 3,X360,Sports,Atari
10255,Batman: Return to Arkham,XOne,Action,Warner Bros. Interactive Entertainment
10256,The Scorpion King: Rise of the Akkadian,GC,Action,Universal Interactive
10257,Shining Ark,PSP,Role-Playing,Sega
10258,Transformers: Beast Wars Transmetals,PS,Fighting,BAM! Entertainment
10259,GiFTPiA,GC,Role-Playing,Unknown
10260,My Little Sister Can't Be This Cute Portable,PSP,Action,Namco Bandai Games
10261,Backyard NFL Football '10,X360,Sports,Atari
10262,Constantine,PS2,Action,SCi
10263,Charlie and the Chocolate Factory,XB,Adventure,Global Star
10264,Dynasty Tactics 2,PS2,Strategy,Tecmo Koei
10265,Real World Golf,PS2,Sports,Valcon Games
10266,Winter Heat,SAT,Sports,Sega
10267,Ty the Tasmanian Tiger 2: Bush Rescue,XB,Platform,Electronic Arts
10268,Hole in the Wall: Deluxe Edition,X360,Misc,Ubisoft
10269,Defender,GC,Misc,Midway Games
10270,Blazblue: Continuum Shift Extend,PSV,Fighting,PQube
10271,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,Misc,Atari
10272,Mushroom Men: Rise of the Fungi,DS,Action,SouthPeak Games
10273,The Polar Express,GC,Adventure,THQ
10274,BMX XXX,XB,Sports,Acclaim Entertainment
10275,ATV: Quad Frenzy,DS,Racing,Majesco Entertainment
10276,Touch Detective 2 1/2,DS,Adventure,505 Games
10277,Animal Planet: Vet Life,DS,Simulation,Activision
10278,Frogger: Helmet Chaos,PSP,Platform,Konami Digital Entertainment
10279,Picross 3D 2,3DS,Puzzle,Nintendo
10280,Pimp My Ride,X360,Racing,Activision
10281,Lady Sia,GBA,Platform,TDK Mediactive
10282,Rock Band: Metal Track Pack,PS2,Misc,MTV Games
10283,Robotech: Invasion,PS2,Shooter,Global Star
10284,Vacation Sports,Wii,Sports,Ubisoft
10285,PDC World Championship Darts: Pro Tour,Wii,Sports,O-Games
10286,Hollywood Squares,Wii,Misc,Ubisoft
10287,Dr. Seuss' The Cat in the Hat,XB,Misc,Vivendi Games
10288,Irozuki Tingle no Koi no Balloon Trip,DS,Adventure,Nintendo
10289,Silly Bandz: Play The Craze,DS,Puzzle,Deep Silver
10290,RIGS: Mechanized Combat League,PS4,Action,Sony Computer Entertainment
10291,Final Fantasy I & II,NES,Role-Playing,Square
10292,Starsky & Hutch,GC,Racing,BAM! Entertainment
10293,Hellboy: The Science of Evil,X360,Action,Konami Digital Entertainment
10294,Langrisser IV,SAT,Strategy,NCS
10295,ATV Quad Kings,DS,Racing,Storm City Games
10296,FoxKids.com Micro Maniacs Racing,PS,Racing,Codemasters
10297,Hexen: Beyond Heretic,PS,Shooter,GT Interactive
10298,NBA Live 16,XOne,Sports,Electronic Arts
10299,Arcade Party Pak,PS,Misc,Midway Games
10300,Deus Ex: Human Revolution,WiiU,Shooter,Square Enix
10301,Sonic Generations,PC,Platform,Sega
10302,Kotoba no Puzzle: Mojipittan Daijiten,PSP,Puzzle,Namco Bandai Games
10303,Yamaha Supercross,DS,Racing,Zoo Digital Publishing
10304,Hitman Trilogy,PS2,Action,Eidos Interactive
10305,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,Misc,Square Enix
10306,Astro Boy: The Video Game,Wii,Action,D3Publisher
10307,Railroad Tycoon II,PS,Strategy,PopTop Software
10308,The Cheetah Girls: Pop Star Sensations,DS,Misc,Disney Interactive Studios
10309,Kirarin * Revolution: Kira Kira Idol Audition,DS,Simulation,Konami Digital Entertainment
10310,Rock Band: Metal Track Pack,Wii,Misc,MTV Games
10311,Ranma 1/2: Akanekodan Teki Hihou,SNES,Role-Playing,TOHO
10312,Grand Theft Auto: San Andreas,X360,Action,Take-Two Interactive
10313,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,Action,THQ
10314,Planet 51,X360,Action,Sega
10315,The BIGS,PSP,Sports,Take-Two Interactive
10316,[Prototype 2],PC,Action,Activision
10317,Zombie Army Trilogy,XOne,Shooter,Rebellion Developments
10318,Happy Feet Two,PS3,Action,Warner Bros. Interactive Entertainment
10319,Victory Zone,PS,Misc,Sony Computer Entertainment
10320,Cabela's North American Adventures,X360,Sports,Activision
10321,Rengoku: The Tower of Purgatory,PSP,Action,Konami Digital Entertainment
10322,Cabela's Adventure Camp,PS3,Misc,Activision
10323,Goal Storm '97,PS,Sports,Konami Digital Entertainment
10324,Paws & Claws: Pet Resort,Wii,Simulation,THQ
10325,Bust-A-Move DS,DS,Puzzle,505 Games
10326,Dynasty Warriors Advance,GBA,Action,Nintendo
10327,God Eater 2: Rage Burst,PS4,Role-Playing,Namco Bandai Games
10328,Pachi-Slot Aruze Oukoku 3,PS,Misc,Aruze Corp
10329,Tournament Pool,Wii,Sports,Destineer
10330,Rock Band Track Pack: Classic Rock,PS3,Misc,MTV Games
10331,Aqua Aqua,PS2,Puzzle,3DO
10332,BlazBlue: Continuum Shift II,3DS,Fighting,PQube
10333,Cats & Dogs: The Revenge of Kitty Galore,DS,Action,505 Games
10334,Mega Man Zero 4,GBA,Platform,Capcom
10335,NASCAR '14,PS3,Racing,Deep Silver
10336,Where the Wild Things Are,PS3,Platform,Warner Bros. Interactive Entertainment
10337,Black Bass with Blue Marlin,PS,Sports,Starfish
10338,DJ Max Fever,PSP,Misc,PM Studios
10339,Mega Man Battle Network 5: Double Team DS (JP sales),DS,Role-Playing,Nintendo
10340,Shrek: Forever After,X360,Platform,Activision
10341,My Boyfriend,DS,Simulation,DTP Entertainment
10342,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,Adventure,Aqua Plus
10343,Dawn of Discovery,DS,Simulation,Ubisoft
10344,Pro Evolution Soccer 2016,XOne,Sports,Konami Digital Entertainment
10345,Hyper Formation Soccer,PS,Sports,Human Entertainment
10346,Tiger Woods PGA Tour 06,GC,Sports,Electronic Arts
10347,Jupiter Strike,PS,Shooter,Acclaim Entertainment
10348,Totally Spies! Totally Party,Wii,Misc,Ubisoft
10349,Sudokuro,DS,Puzzle,Crave Entertainment
10350,ArmA III,PC,Shooter,Bohemia Interactive
10351,Saigo no Yakusoku no Monogatari,PSP,Role-Playing,Unknown
10352,Metal Gear Solid Integral,PS,Adventure,Konami Digital Entertainment
10353,Tetris Evolution,X360,Puzzle,THQ
10354,Green Lantern: Rise of the Manhunters,DS,Action,Warner Bros. Interactive Entertainment
10355,FIFA World Cup Germany 2006,PSP,Sports,Electronic Arts
10356,Fit in Six,Wii,Sports,Ubisoft
10357,Reign of Fire,GC,Shooter,BAM! Entertainment
10358,Naruto Shippuden: Naruto vs. Sasuke,DS,Action,Takara Tomy
10359,MLB 14: The Show,PSV,Sports,Sony Computer Entertainment America
10360,Rogue Warrior,X360,Shooter,Bethesda Softworks
10361,Sniper Elite,Wii,Shooter,Reef Entertainment
10362,Tales of the World: Reve Unitia,3DS,Role-Playing,Namco Bandai Games
10363,Sakura Wars,DC,Adventure,Sega
10364,Jampack Volume 14 (RP-T),PS2,Misc,Sony Computer Entertainment
10365,Pro Yakyuu Team o Tsukurou! 2,DS,Sports,Sega
10366,Mace Griffin: Bounty Hunter,XB,Shooter,Electronic Arts
10367,Naruto Shippuden 3D: The New Era,3DS,Action,505 Games
10368,Woody Woodpecker Racing,PS,Racing,Konami Digital Entertainment
10369,Martian Gothic: Unification,PS,Adventure,Take-Two Interactive
10370,Final Fantasy XII International Zodiac Job System,PS2,Role-Playing,Square Enix
10371,Fight Club,XB,Fighting,Vivendi Games
10372,WWE 2K17,X360,Sports,Take-Two Interactive
10373,Carnage Heart,PS,Strategy,Sony Computer Entertainment
10374,Tom Clancy's Splinter Cell: Conviction,PC,Action,Ubisoft
10375,"Grand Theft Auto: Mission Pack #1, London 1969",PS,Adventure,Take-Two Interactive
10376,Kamen Rider: Climax Heroes,PS2,Fighting,Namco Bandai Games
10377,Robotics;Notes,PS3,Adventure,5pb
10378,Disney Channel Collection Vol. 1,GBA,Misc,
10379,Total Immersion Racing,PS2,Racing,Empire Interactive
10380,The Hardy Boys: The Hidden Theft,Wii,Adventure,The Adventure Company
10381,Virtual Hydlide,SAT,Role-Playing,Sega
10382,Rango: The Video Game,DS,Action,Electronic Arts
10383,Warriors Orochi 3,PSP,Action,Ubisoft Annecy
10384,Space Invaders,GBA,Shooter,Activision
10385,FlatOut: Ultimate Carnage,X360,Racing,Empire Interactive
10386,Viewtiful Joe: Double Trouble!,DS,Action,Capcom
10387,Digimon Digital Card Battle,PS,Strategy,Namco Bandai Games
10388,Petz Fashion: Dogz & Catz,DS,Simulation,Ubisoft
10389,Dragon Ball Z: Battle of Z,PSV,Fighting,Namco Bandai Games
10390,Kuroko's Basketball: Miracle Game,PSP,Sports,Namco Bandai Games
10391,Aquapazza: Aquaplus Dream Match,PS3,Fighting,Aqua Plus
10392,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,Sports,Konami Digital Entertainment
10393,Stronghold Kingdoms,PC,Strategy,DTP Entertainment
10394,Yuusha no Kuse ni Namaikida Or 3D,PSP,Strategy,Sony Computer Entertainment
10395,Lucha Libre AAA: Heroes del Ring,PS3,Fighting,Konami Digital Entertainment
10396,Dead to Rights II,XB,Shooter,Electronic Arts
10397,Hysteria Hospital: Emergency Ward,DS,Action,Oxygen Interactive
10398,Project: Horned Owl,PS,Shooter,Sony Computer Entertainment
10399,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,Action,Namco Bandai Games
10400,Pac-Man and the Ghostly Adventures 2,X360,Adventure,Namco Bandai Games
10401,Trauma Center: Under the Knife 2,DS,Simulation,Atlus
10402,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,Role-Playing,Namco Bandai Games
10403,Busou Shinki: Battle Masters Mk. 2,PSP,Action,Konami Digital Entertainment
10404,Skylanders Imaginators,PS3,Platform,Activision
10405,Cabela's Dangerous Hunts 2,XB,Sports,Activision
10406,Fate/Extella: The Umbral Star,PS4,Action,PQube
10407,Fairy Tail: Portable Guild,PSP,Fighting,Konami Digital Entertainment
10408,Big League Sports: Summer,DS,Sports,Activision
10409,SimCity 2000,GBA,Simulation,Zoo Digital Publishing
10410,Brunswick Circuit Pro Bowling 2,PS,Sports,THQ
10411,D,PS,Adventure,Acclaim Entertainment
10412,Rock Revolution,DS,Misc,Konami Digital Entertainment
10413,X-Men: The Official Game,DS,Action,Activision
10414,"Sakura Wars: So Long, My Love",Wii,Role-Playing,Ackkstudios
10415,Ennichi no Tatsujin,Wii,Misc,Namco Bandai Games
10416,Mind Zero,PSV,Role-Playing,GungHo
10417,Rocky Balboa,PSP,Sports,Ubisoft
10418,Wizardry VI: Bane of the Cosmic Forge,SNES,Role-Playing,ASCII Entertainment
10419,Power Pocket Koushien,DS,Sports,Konami Digital Entertainment
10420,Pro Yaky? Spirits 2010,PS2,Sports,Konami Digital Entertainment
10421,Taiko no Tatsujin: V Version,PSV,Action,Namco Bandai Games
10422,Gravity Games Bike: Street Vert Dirt,PS2,Sports,Midway Games
10423,Top Spin,PS2,Sports,Take-Two Interactive
10424,Derby Stallion P,PSP,Sports,Enterbrain
10425,Family Feud: 2012 Edition,X360,Misc,Ubisoft
10426,Kamen Rider: Battride War II,PS3,Action,Namco Bandai Games
10427,Kenka Bancho Bros: Tokyo Battle Royale,PSP,Action,Spike
10428,UFC: Tapout 2,XB,Fighting,Capcom
10429,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,Simulation,Konami Digital Entertainment
10430,The Book of Unwritten Tales,PC,Adventure,HMH Interactive
